profile,text,reactions,comments,shares,created_at,followers
Brubank,"InterLab MeT por Brubank🚀 

En alianza con la ONG Mujeres en Tecnología, llevamos adelante una nueva edición del InterLab, un espacio que creamos para conectar a todos los MeTLabs —UX, Data, Web, Mobile, Finanzas, DevOps, Testing— y potenciar el aprendizaje colaborativo a partir de casos reales.

En esta oportunidad, trabajamos sobre Chanchitos 🐷, una iniciativa propia de Brubank.ycompartieron su experiencia en el desarrollo del producto, junto con el aporte clave deyen el diseño de la propuesta.

Con esta iniciativa, reafirmamos nuestro compromiso de impulsar el aprendizaje en comunidad y de seguir promoviendo la participación y el crecimiento de mujeres en tecnología.

Se sumaron más de 40 mujeres a este encuentro. Nos alegra mucho colaborar con Mujeres en Tecnología y seguir expandiendo nuestras acciones. 💜",92,2,2,11/10/2025,143922
Brubank,"Hoy se celebra el Día Internacional de la Educación Financiera 📚, una fecha que nos recuerda la importancia de aprender a manejar mejor nuestra plata para tomar decisiones más informadas💡.

En Brubank creemos que la educación financiera es una herramienta clave para promover la inclusión y generar más oportunidades 🤝.

Para hacerlo posible, impulsamos distintas iniciativas que acercan la educación financiera a más personas:
✅ Por tercer año consecutivo, junto con las Empresas B del mundo de las finanzas, damos 4 charlas abiertas de educación financiera para toda la comunidad.
✅ Organizamos encuentros exclusivos para clientes con Juli Bonfill de Modo Finanzas.
✅ Durante 2025, ya capacitamos a más de 400 personas en situación de vulnerabilidad social gracias a alianzas con ONGs locales.

Además, creamos La Posta con Brubank, un espacio con artículos y videos que explican, de forma simple y clara, los principales conceptos de finanzas personales.

Seguimos trabajando para que cada vez más personas puedan acceder a los conocimientos que les permitan tomar mejores decisiones financieras 💜.

👉 Conocé más en La Posta con Brubank:",30,0,1,11/10/2025,143922
Brubank,"✨ 256 razones para celebrar ✨

En Brubank tenemos un propósito claro: transformar las finanzas con productos innovadores y user-centred, eliminando trámites, demoras y complicaciones para que las personas puedan enfocarse en lo que realmente importa.

Hoy celebramos a quienes convierten esas ideas en código para luego, ofrecer soluciones que simplifican la vida de millones. Detrás de cada feature y experiencia hay lógica, creatividad, pruebas, errores, aprendizajes y, sobre todo, pasión. 💜💻

Gracias infinitas a nuestro equipo, que con talento, ingenio y dedicación transforma la manera en que las personas viven las finanzas y hacen de Brubank, el mejor banco digital de Argentina.🚀",63,2,2,11/10/2025,143922
Brubank,"Estuvimos presentes en el Congreso Nacional Somos Pymes 2025📅

En el marco del Día Internacional de las PyMEs, participamos con nuestro stand en La Rural y fuimos parte del panel “Financiamiento para PyMEs”, donde compartimos cómo estamos transformando los servicios financieros para las empresas.

“En Brubank eliminamos la burocracia, es momento de dejar atrás el modelo de presentar una carpeta y esperar 30 días por una respuesta”,  destacó, Head de Brubank Empresas.

“Ya son más de 5.000 empresas las que han confiado en nosotros. Escuchamos a nuestros clientes: querían transferencias que lleguen el mismo día y operaciones simples, sin pedidos de token, sin horarios y para operar desde cualquier lugar”, agregó.

Seguimos acompañando a las PyMEs con soluciones simples, digitales y pensadas para su crecimiento 🚀",79,6,6,13/07/2025,143922
Brubank,"𝗜𝗺𝗽𝘂𝗹𝘀𝗮𝗻𝗱𝗼 𝗲𝗹 𝘁𝗮𝗹𝗲𝗻𝘁𝗼 𝗱𝗲𝗹 𝗳𝘂𝘁𝘂𝗿𝗼 🚀

Durante este último mes, en Brubank participamos de cuatro ferias universitarias que nos permitieron conectar con quienes están comenzando su recorrido académico y profesional.

Creemos en la importancia de acompañar a las nuevas generaciones, brindando herramientas, compartiendo experiencias reales y ofreciendo consejos útiles para su inserción en el mundo laboral.

Nos entusiasma formar parte de estos espacios de encuentro donde se potencia el intercambio y se abren puertas hacia nuevas oportunidades.

Gracias a,,ypor recibirnos con tanta calidez y hacerlo posible.

¡Seguimos generando conexiones con impacto! 💜",45,1,1,13/07/2025,143922
Brubank,"En Brubank, conmemoramos el 8M con dos iniciativas clave para fomentar la reflexión y el bienestar de nuestro equipo.

Hablamos del Día Internacional de la Mujer, pero el 8M es más que un día y un número. Este día tiene origen en los movimientos obreros de finales del siglo XIX. A lo largo del tiempo tomó distintos significados, pero mantuvo un eje en común: el camino por la igualdad de derechos.

La primera charla se llamó ""Un espacio de reflexión desde la perspectiva de las mujeres que hacemos tecnología en Brubank"". El equipo compartió experiencias personales, relatos, datos, referencias, un poco de historia, y mucho más, abriendo el diálogo sobre diversidad e inclusión.

El segundo encuentro fue sobre la ""Salud integral de la mujer"" en colaboración con OSDE, donde tocamos temas vitales como controles preventivos, anticoncepción, nutrición y estilo de vida.

Gracias a nuestras speakers,,, a, y a todas las personas que hicieron que este espacio sea posible. Sigamos promoviendo un ambiente de trabajo más inclusivo y equitativo. 💜",68,6,6,14/04/2025,143922
Brubank,"¡Lanzamos el Customer Day! 🌟

En Brubank la obsesión por nuestros clientes es uno de nuestros principales valores. Por eso, como parte del proceso de Onboarding, creamos el Customer Day, un espacio para que los nuevos talentos sean parte del equipo de Customer Success y vivan en primera persona la experiencia de atender el chat desde nuestra App por un rato. Esta iniciativa apunta a que interactuemos y conozcamos en profundidad a nuestras personas usuarias y sus necesidades.

Agradecemos a quienes fueron parte. Juntos, seguimos creando el mejor banco de Argentina. 💜",332,19,19,15/03/2025,143922
Brubank,"En Brubank, reforestamos el futuro 🌱 

Durante 2024, junto a Bosques de Agua plantamos 2337 árboles nativos, uno por cada empresa que abrió una cuenta en Brubank Empresas.

🌳 ¿Por qué es importante?
Sembramos tabaquillos, una especie clave en las Sierras Grandes de Córdoba, para capturar carbono y agua de lluvia.
Una hectárea de tabaquillos captura 38 toneladas de carbono en 20 años y ayuda a restaurar bosques que antes cubrían la región.
Esta acción también tiene un impacto social positivo, generando empleo local y trabajo con voluntarios.

Estamos contribuyendo a un futuro más verde.🌎",56,6,6,13/02/2025,143922
Brubank,"Brubank en Somos Pymes Summit – IA y transformación digital💜

Estuvimos presentes en la edición 2025 en La Rural, un encuentro pensado para potenciar a las pequeñas y medianas empresas a través de la innovación y la tecnología.

Nuestro cofundador y CIO,, fue uno de los oradores destacados. En su presentación, “Las herramientas IA que hoy pueden usar las PYMEs”, compartió cómo la inteligencia artificial y las nuevas tecnologías están transformando el panorama financiero.

""Las PYMEs requieren herramientas financieras que se adapten a su crecimiento. En Brubank, hemos desarrollado tecnologías que simplifican las operaciones diarias y aceleran el crecimiento. Las escuchamos activamente para crear soluciones que faciliten su gestión financiera de manera ágil y eficiente”, afirmó Pablo Sánchez.

Además, agregó: “Recientemente, implementamos un modelo de IA que permite automatizar el proceso de pago masivo a proveedores y salarios, donde se puede subir cualquier formato de archivo sin necesidad de adaptarlo. Antes, las empresas dedicaban horas a esta tarea, pero ahora, generamos automáticamente el listado de pagos en solo dos minutos. Con un equipo de desarrollo comprometido, utilizamos IA para optimizar procesos.”

Desde Brubank empresas, seguimos acompañando a las PYMEs con soluciones simples, digitales y pensadas para impulsar su crecimiento. Gracias a quienes se acercaron a nuestro stand para conversar, y compartir sus desafíos.💪🚀",36,5,5,14/05/2025,143922
Brubank,"Queremos presentarles a las personas que se sumaron a Brubank en Q1.👏🏻

Los equipos de Customer Service, Legales, Desarrollo e Infraestructura se agrandan con personas que aceptan el desafío de poner en jaque todo lo que sabemos de los bancos y transformar la manera en que las personas manejan sus finanzas.

¡Gracias por confiar en Brubank para desafiar su carrera profesional!

Muchos éxitos en todo lo que se viene. 💜",157,4,4,14/04/2025,143922
Brubank,"Brubank celebra el Mes de las Empresas B 💜🌎💚

En este marco del 
hashtag
#MesDeLasEmpresasB, fuimos anfitriones de un encuentro de prensa para visibilizar a la
de Argentina, donde recibimos a,ypara compartir experiencias y desafíos.

Durante el evento,, Copresidenta de Sistema B Argentina, destacó: ""La Certificación de Empresa B es un proceso de transformación que invita a la compañía a hacerse preguntas que habitualmente no se hace"".

En Brubank vivimos este proceso como una evolución, nuestro cofundador y CEO,, compartió “Ser Empresa B es un gran orgullo y una forma diferente de trabajar. Fue un cambio de mentalidad de todos los que somos parte de la compañía, para generar un triple impacto económico, social y ambiental”.

Agradecemos a, y a los periodistas que nos acompañaron de,,
,,,,,,,y
.

Además, para seguir impulsando el consumo consciente, en el mes de las Empresas B nos unimos a otras para ofrecer a sus clientes descuentos exclusivos en marcas como,,,,,,y. Gracias también a Catering Andar por sumarse. 🙌🌱",98,3,3,14/04/2025,143922
Brubank,"Brubank en el Somos PYMEs Summit – Coordenadas 2025  💜

Estuvimos presentes en una nueva edición del Somos PYMEs Summit en Rosario, un espacio clave para impulsar el crecimiento del ecosistema emprendedor y empresarial del país.

En el panel sobre financiamiento para PyMEs,–Head de Brubank Empresas– compartió nuestra visión sobre cómo acompañar a las pequeñas y medianas empresas con soluciones ágiles, simples y 100% digitales.

Desde Brubank, seguimos apostando por el desarrollo del sector productivo con herramientas que simplifican el acceso al financiamiento y fortalecen el crecimiento de los negocios.

Gracias a todos los que se acercaron a nuestro stand a conversar y compartir ideas. ¡Nos llevamos grandes aprendizajes para seguir transformando la forma de hacer banca! 🚀",143,4,4,14/04/2025,143922
Brubank,"Futuros Posibles: Nuevas Economías y Estrategias de Transición🌱 

Participamos en Futuros Posibles, un encuentro de tres días en la Universidad Nacional de Córdobadonde se abrió el diálogo para imaginar y co-crear el futuro de las ciudades, las empresas, la educación, desde la mirada de las nuevas economías.

Compartimos experiencias y reflexiones junto ay, en una conversación abierta sobre dinero, sistemas bancarios y monedas de impacto.

Estos espacios nos invitan a repensar lo establecido y seguir aprendiendo para aportar a una economía más inclusiva y consciente. 💚",26,2,0,14/04/2025,143922
Brubank,"Fiestas a lo Brubank 🎄 

Cada fin de año, nos reunimos para armar 100 cajas navideñas destinadas a familias en situación de vulnerabilidad. Juntamos todas las donaciones, preparamos las cajas y las entregamos personalmente al día siguiente.

Lo más especial de este gesto no es solo lo que entregamos, sino lo que compartimos. Porque no hay mejor manera de cerrar el año que celebrando en comunidad.

¡Gracias a todas las familias que nos recibieron con los brazos abiertos! 💫",395,6,6,14/01/2025,143922
Brubank,"Sabemos que el desarrollo del liderazgo es clave para potenciar el crecimiento de toda la empresa. 🚀

Por eso creamos 𝗟𝗶𝗱𝗲𝗿𝗶𝘇𝗮𝘁𝗲, un workshop de 5 sesiones teóricas diseñado por el equipo de People para brindar a nuestro liderazgo las herramientas necesarias para crecer en su rol e inspirar a sus equipos.

Pero no nos quedamos ahí. En colaboración con, tuvimos un encuentro práctico donde trabajamos sobre situaciones reales del día a día. Exploramos nuevas formas de accionar, aplicando lo aprendido y fortaleciendo nuestra mirada como líderes.

El crecimiento es un camino continuo, y esto recién empieza. Agradecemos a todas las personas que formaron parte de esta experiencia y, en especial, a Wizon Consulting por su calidez, empatía y profesionalismo. 💜",173,4,4,14/01/2025,143922
Brubank,"Brubank: la forma más simple y rápida de enviar dinero al mundo🌎📲

Seguimos evolucionando para acompañar a quienes necesitan mover su dinero más allá de las fronteras.
Lanzamosun nuevo servicio para enviar plata al exterior directamente desde la app, con saldo en pesos, en pocos pasos y sin complicaciones.

✔️ Conversión al instante con tipo de cambio en tiempo real.
✔️ 100% digital. Disponible 24/7.
✔️ Disponible para Colombia, Chile, España, EE.UU., Bolivia, Uruguay,  Venezuela y Paraguay.

Porque ayudar a tu familia, pagar estudios o enviar apoyo económico no debería ser un trámite.

Gracias a todos los equipos que hicieron posible este lanzamiento 💜. Una funcionalidad más que simplifica el día a día de quienes eligen Brubank.🙌",111,0,13,11/10/2025,143922
Brubank,"En alianza con ReForest Latam, estamos restaurando 3 hectáreas de bosque nativo en la Reserva Natural La Falda, Tucumán🌱 

¿Qué significa esto?
✔ 3.085 toneladas de CO₂ capturadas, contribuyendo a la lucha contra el cambio climático.
✔ + de 1.700 árboles sembrados con biotecnología.
✔ Restauración de ecosistemas clave, protegiendo las Yungas y su biodiversidad.
✔ Fortalecimiento de la biodiversidad de las Yungas.

¿Por qué es importante?
Los bosques son nuestros aliados contra el cambio climático: regulan el ciclo del carbono, protegen las fuentes de agua y nos ayudan a mitigar los efectos de la deforestación.

Esta acción también es un compromiso social, que involucra a las comunidades locales para fortalecer la región.

Como Empresas B, Brubank y Reforest Latam trabajamos bajo un modelo de triple impacto, donde el éxito no solo se mide en términos financieros, sino también en beneficios ambientales y sociales. 💚",141,10,10,14/04/2025,143922
Brubank,"Organizate y ganá con Chanchitos 🐷

Llegaron los Chanchitos a Brubank: una nueva funcionalidad pensada para ayudarte a organizar tus finanzas de forma simple, con objetivos claros… y con recompensa.

💡 ¿Cómo funciona?
Creás tu Chanchito con un objetivo: servicios del mes, un viaje, un regalo o lo que vos quieras.
Guardás la plata que necesitás.
Definís un plazo de tiempo para mantener ese ahorro.
Si lo cumplís, ganás un premio. Cuanto más tiempo dure tu Chanchito, mejor será el beneficio.

Seguimos impulsando productos que ayuden a las personas a tomar mejores decisiones financieras todos los días. 🚀",62,3,3,14/04/2025,143922
Brubank,"Brubank en el Summit de Somos Pymes ""El País que se Viene"". 💜 

Estuvimos presentes en un evento clave organizado por Somos Pymes, donde nuestro fundador,formó parte del panel sobre Financiamiento para pymes, moderado por. 💬

Durante su participación, Juan destacó el potencial de las pymes y mostró su optimismo sobre el futuro del sector, resaltando la importancia de generar más y mejores oportunidades financieras para las empresas que son el motor de la economía nacional.

En Brubank, seguimos comprometidos con acompañar a las pymes en su crecimiento, con herramientas innovadoras que faciliten el acceso a financiamiento y contribuyan a su desarrollo. ✨",73,5,5,15/12/2024,143922
Brubank,"Pasantía en Customer Service: 30 días de aprendizaje y crecimiento. 🙌🏻

Mejorar la experiencia de nuestras personas usuarias es nuestro motor para seguir creando un futuro financiero que se adapte a las necesidades de cada una. 🚀

Por eso, los nuevos talentos del área de Customer Service tuvieron un mes completo de capacitación, donde conocieron en profundidad nuestros productos y se prepararon para brindar un servicio que marca la diferencia.

Además, pudimos compartir grandes momentos en equipo con dinámicas presenciales, divirtiéndonos con competencias y juegos para afianzar el aprendizaje. Su dedicación, ganas y compromiso nos entusiasman y son aspectos clave para seguir mejorando la experiencia de quienes nos eligen. 💜

Agradecemos a,,,ypor su calidez y acompañamiento.

¡Les damos nuevamente la bienvenida a este increíble viaje de desarrollo y nuevas experiencias en el banco que revoluciona las finanzas argentinas!",143,13,13,15/03/2025,143922
Brubank,"Lanzamos La Posta con Brubank📣 
En Brubank creemos que la inclusión financiera se logra con información clara y accesible.
Por eso creamos este nuevo espacio para explicar, sin vueltas, lo que todos necesitamos saber sobre nuestras finanzas.

¿Qué vas a encontrar?
✔️ El ABC de las finanzas
✔️ Tips de ahorro
✔️ Información sobre bancos, tarjetas e inversiones
✔️ Primeros pasos para invertir

Y más…

Queremos empoderar financieramente a las personas para que puedan tomar decisiones más conscientes con su plata.💡

Mirá nuestros primeros 6 episodios acá:",58,1,1,11/09/2025,143922
Brubank,"Hoy es 24/7, ¡y celebramos el Brubank Day!🎉

Como cada año, el 24/7 celebramos lo que nos define: una banca sin filas, sin papeleos y 100% digital.

Desde 2019 trabajamos para transformar la forma en que las personas se relacionan con sus finanzas, haciendo que la experiencia financiera sea más simple y accesible.

Gracias a quienes nos eligen todos los días, las 24 horas, los 7 días de la semana.💜",110,14,14,12/08/2025,143922
Brubank,"☝️🤓¿Sabías que pequeños hábitos como verificar los remitentes de correos, usar contraseñas únicas o activar la autenticación en dos pasos, pueden marcar una gran diferencia?

En el marco del Día de la Ciberseguridad junto con,,y, lanzamos una campaña diseñada para concientizar sobre el uso de las apps y las posibles estafas. Hablamos con los CISOs para profundizar en qué significa realmente la ciberseguridad y cómo, desde MODO y cada banco, trabajamos día a día para cuidar y proteger tus datos.

Sigamos construyendo en conjunto un espacio digital mucho más seguro 🔐",164,7,7,15/12/2024,143922
Brubank,"𝗡𝘂𝗲𝘃𝗼𝘀 𝘁𝗮𝗹𝗲𝗻𝘁𝗼𝘀, 𝗻𝘂𝗲𝘃𝗼𝘀 𝗱𝗲𝘀𝗮𝗳í𝗼𝘀🚀 

En Brubank seguimos creciendo 💜
Durante el Q2 se sumaron personas increíbles a nuestros equipos de Desarrollo, People, Operaciones, Finanzas, Riesgos y Cobranzas.

Cada una de ellas llega con la motivación de desafiar lo establecido para ayudarnos a seguir transformando la forma en que las personas se relacionan con sus finanzas.

Les damos la bienvenida a esta aventura 👋
Gracias por elegir Brubank para seguir desarrollando su carrera profesional.
¡Vamos por mucho más!",241,18,18,13/07/2025,143922
Brubank,"Nos vemos el viernes en el Congreso Nacional Somos Pymes 2025💜

En el marco del Día Internacional de las pequeñas y medianas empresas, acompañamos una nueva edición de este gran evento con un stand exclusivo y la participación de, Head de Brubank Empresas, en el panel de Financiamiento para PyMEs.

Una jornada para inspirarse, conectar y seguir impulsando a quienes hacen crecer el país.

Además, te vas a encontrar con:
✅ Workshops y speakers reconocidos
✅ Espacios de networking y oportunidades para tu negocio
Pasá por nuestro stand y conocé cómo desde Brubank podemos
acompañar a tu empresa.

🎟️Conseguí tu entrada con 60% de descuento pagando con tu tarjeta de crédito o débito Brubank:",55,2,2,13/07/2025,143922
Brubank,"Redefinimos la experiencia de tarjetas de crédito con Pismo 💳💜

Sumamos fuerzas con Pismo para ofrecer una experiencia más ágil, moderna y flexible. Hoy ofrecemos una experiencia 100% digital a más de 3.7 millones de argentinos. Nuestra  plataforma en la nube nos permite ofrecer funcionalidades únicas en el mercado de las tarjetas de crédito:

- Notificaciones instantáneas y resúmenes en tiempo real.
- Fechas de vencimiento flexibles y ampliación inmediata del límite.
- Gestión de tarjetas adicionales con límites personalizados.
- Personalización del color de la tarjeta.
- Compras internacionales sin bloqueos ni llamados al banco.

, nuestro Co-Fundador & CIO destacó ""Esta asociación refleja nuestro compromiso con la innovación. Elegimos Pismo porque nos permitió crear una solución óptima para el cliente, basada en una plataforma en la nube con eficiencia probada en mercados masivos y complejos como Brasil e India.""

Gracias a esta alianza, hemos emitido en pocos meses miles tarjetas Visa para nuestros clientes y seguimos impulsando la innovación en la banca digital, ofreciendo soluciones más flexibles.🚀",280,0,16,14/04/2025,143922
Brubank,"Brubank en el Encuentro de Líderes de El Cronista🚀
 
En este evento, donde se reúnen los referentes más destacados de la economía y los negocios,, nuestro CEO, participó en el panel ""Fintech y Medios de Pago"" junto a. Compartieron sus ideas sobre el futuro de los pagos digitales y las oportunidades de crecimiento que se vienen en Argentina.

Juan profundizó sobre cómo las nuevas tecnologías están revolucionando el sector bancario y preparando el terreno para un 2025 lleno de oportunidades.

En Brubank seguimos firmes en nuestro compromiso con la innovación y una economía digital más inclusiva y accesible.💡",60,1,1,15/12/2024,143922
Brubank,"¡En Brubank estamos felices de todo lo que logramos en 2024! 🚀

Fue un año lleno de desafíos, lanzamientos, nuevos segmentos y premios obtenidos, realmente estamos orgullosos de todo lo que conseguimos y del impacto que generamos.

Queremos agradecer principalmente a nuestro gran equipo por haberlo hecho posible y a nuestros clientes que siempre nos motivan y potencian a ser cada vez mejores, disruptivos y sustentables. 💜

Les compartimos un resumen de lo que fue este año en Brubank, que nos permitió seguir posicionándonos como el mejor banco digital de Argentina. 👇

¡Muchas felicidades y por un 2025 donde sigamos transformando las finanzas! 💫",87,1,1,14/01/2025,143922
Brubank,"¡Cerramos otro año increíble en Brubank! 💜

Le pusimos el broche de oro al 2024 con el último Town Hall del año, donde repasamos todo lo que logramos juntos, lo que aprendimos en el camino y lo que se viene en 2025.

Este año no fue uno más: lanzamos productos únicos en el mercado, transformamos la manera en que las personas manejan sus empresas, duplicamos nuestras métricas y llevamos nuestra tecnología a otro nivel.

Gracias al compromiso y talento de todo el equipo, logramos un impacto real en el sistema financiero, haciéndolo más inclusivo y sustentable. 🌱

¡Por un 2025 que siga rompiendo el status quo financiero del país! 🚀",137,1,1,14/01/2025,143922
Brubank,"Presentamos nuestras nuevas tarjetas hechas con PVC reciclado ♻️

Desde fines de 2024, todas nuestras tarjetas de débito y crédito se fabrican con 99%  PVC reciclado reafirmando nuestro compromiso con el impacto ambiental 🌏💜 .

Este cambio aplica a todas las nuevas emisiones y renovaciones de tarjetas, que representan el único producto físico que ofrece el banco.

Para acompañar este cambio, trabajamos junto a la ilustradora María Centeno quien diseñó una serie de ilustraciones para plasmar un mensaje de concientización sobre el cuidado del planeta, en una nueva tarjeta de crédito edición limitada.

Celebramos nuestro continuo compromiso con la sociedad y el medioambiente lanzando una edición especial de nuestra tarjeta de crédito ✨.

Somos el único banco argentino Empresa B certificado, y seguimos apostando a la innovación responsable, promoviendo el reciclaje y la sustentabilidad dentro del ecosistema financiero digital.

Las pequeñas acciones pueden generar un gran impacto.

Estamos en la nube, con los pies en la tierra⛅️🌱",139,12,12,11/09/2025,143922
